Kategori,Alt_Kategori,Marka,Model,Fiyat_TL,Segment,Kullanim_Amaci,Soket,RAM_Tipi,Watt,Kapasite,Uyumluluk,Ozellik,Puan,Yorum_Sayisi,Garanti_Yil,RGB,Boyut,Cozunurluk,Hz,VRAM,Okuma_Hizi,Yazma_Hizi,Kaynak,Fiyat_Guncelleme_Tarihi,Fiyat_Notu,Akakce_Arama_Link,Hepsiburada_Arama_Link,Amazon_Arama_Link,Teknosa_Arama_Link,Vatan_Arama_Link,Itopya_Arama_Link,Incehesap_Arama_Link,Sinerji_Arama_Link
Toplama Bilgisayar,Monitör,LG,G-Master 32 inç 3840x2160 240Hz,52250,Amiral,Tasarım,,,35,,HDMI-DP,"VA panel, 240Hz",9.1,2361,3,Yok,32 inç,3840x2160,240Hz,,,,Akakçe,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=LG+G-Master+32+in%C3%A7+3840x2160+240Hz,https://www.hepsiburada.com/ara?q=LG+G-Master+32+in%C3%A7+3840x2160+240Hz,https://www.amazon.com.tr/s?k=LG+G-Master+32+in%C3%A7+3840x2160+240Hz,https://www.teknosa.com/arama/?s=LG+G-Master+32+in%C3%A7+3840x2160+240Hz,https://www.vatanbilgisayar.com/arama/LG+G-Master+32+in%C3%A7+3840x2160+240Hz,https://www.itopya.com/Arama?q=LG+G-Master+32+in%C3%A7+3840x2160+240Hz,https://www.incehesap.com/arama/?q=LG+G-Master+32+in%C3%A7+3840x2160+240Hz,https://www.sinerji.gen.tr/arama?q=LG+G-Master+32+in%C3%A7+3840x2160+240Hz
Toplama Bilgisayar,Soğutucu,Cooler Master,AK400,4300,Üst,Yayıncılık,,,,,AM4-AM5-LGA1700,Hava soğutma,9.4,10121,5,Var,,,,,,,Epey,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Cooler+Master+AK400,https://www.hepsiburada.com/ara?q=Cooler+Master+AK400,https://www.amazon.com.tr/s?k=Cooler+Master+AK400,https://www.teknosa.com/arama/?s=Cooler+Master+AK400,https://www.vatanbilgisayar.com/arama/Cooler+Master+AK400,https://www.itopya.com/Arama?q=Cooler+Master+AK400,https://www.incehesap.com/arama/?q=Cooler+Master+AK400,https://www.sinerji.gen.tr/arama?q=Cooler+Master+AK400
Toplama Bilgisayar,Kasa,MSI,TD500 Black,3300,Orta,Oyun,,,,,Micro ATX,"Mid Tower, mesh/airflow odaklı kasa",7.8,4564,2,Var,Mid Tower,,,,,,GamingGenTR,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=MSI+TD500+Black,https://www.hepsiburada.com/ara?q=MSI+TD500+Black,https://www.amazon.com.tr/s?k=MSI+TD500+Black,https://www.teknosa.com/arama/?s=MSI+TD500+Black,https://www.vatanbilgisayar.com/arama/MSI+TD500+Black,https://www.itopya.com/Arama?q=MSI+TD500+Black,https://www.incehesap.com/arama/?q=MSI+TD500+Black,https://www.sinerji.gen.tr/arama?q=MSI+TD500+Black
Toplama Bilgisayar,Soğutucu,SilverStone,Frozr,4450,Üst,Yazılım,,,,,AM4-AM5-LGA1700,Hava soğutma,8.5,6685,2,Var,,,,,,,Sinerji,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=SilverStone+Frozr,https://www.hepsiburada.com/ara?q=SilverStone+Frozr,https://www.amazon.com.tr/s?k=SilverStone+Frozr,https://www.teknosa.com/arama/?s=SilverStone+Frozr,https://www.vatanbilgisayar.com/arama/SilverStone+Frozr,https://www.itopya.com/Arama?q=SilverStone+Frozr,https://www.incehesap.com/arama/?q=SilverStone+Frozr,https://www.sinerji.gen.tr/arama?q=SilverStone+Frozr
Toplama Bilgisayar,Klavye,ASUS,K70 Membran 75%,2400,Orta,Ofis,,,,,Bluetooth,Membran klavye,8.1,5336,2,Var,75%,,,,,,İncehesap,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=ASUS+K70+Membran+75%25,https://www.hepsiburada.com/ara?q=ASUS+K70+Membran+75%25,https://www.amazon.com.tr/s?k=ASUS+K70+Membran+75%25,https://www.teknosa.com/arama/?s=ASUS+K70+Membran+75%25,https://www.vatanbilgisayar.com/arama/ASUS+K70+Membran+75%25,https://www.itopya.com/Arama?q=ASUS+K70+Membran+75%25,https://www.incehesap.com/arama/?q=ASUS+K70+Membran+75%25,https://www.sinerji.gen.tr/arama?q=ASUS+K70+Membran+75%25
Toplama Bilgisayar,Ekran Kartı,Palit,RTX 4070 Super Ventus 2X 12GB,45000,Üst,Yapay Zeka,,GDDR6,220,12GB,PCIe,1440p ultra oyun,8.2,7877,3,Var,,,,12GB,,,Sinerji,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Palit+RTX+4070+Super+Ventus+2X+12GB,https://www.hepsiburada.com/ara?q=Palit+RTX+4070+Super+Ventus+2X+12GB,https://www.amazon.com.tr/s?k=Palit+RTX+4070+Super+Ventus+2X+12GB,https://www.teknosa.com/arama/?s=Palit+RTX+4070+Super+Ventus+2X+12GB,https://www.vatanbilgisayar.com/arama/Palit+RTX+4070+Super+Ventus+2X+12GB,https://www.itopya.com/Arama?q=Palit+RTX+4070+Super+Ventus+2X+12GB,https://www.incehesap.com/arama/?q=Palit+RTX+4070+Super+Ventus+2X+12GB,https://www.sinerji.gen.tr/arama?q=Palit+RTX+4070+Super+Ventus+2X+12GB
Toplama Bilgisayar,Kasa,Fractal Design,Lancool RGB,5400,Üst,Tasarım,,,,,ATX,"Mini Tower, mesh/airflow odaklı kasa",8.8,7686,2,Var,Mini Tower,,,,,,Akakçe,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Fractal+Design+Lancool+RGB,https://www.hepsiburada.com/ara?q=Fractal+Design+Lancool+RGB,https://www.amazon.com.tr/s?k=Fractal+Design+Lancool+RGB,https://www.teknosa.com/arama/?s=Fractal+Design+Lancool+RGB,https://www.vatanbilgisayar.com/arama/Fractal+Design+Lancool+RGB,https://www.itopya.com/Arama?q=Fractal+Design+Lancool+RGB,https://www.incehesap.com/arama/?q=Fractal+Design+Lancool+RGB,https://www.sinerji.gen.tr/arama?q=Fractal+Design+Lancool+RGB
Toplama Bilgisayar,Kasa,DeepCool,Meshify,4200,Orta,Günlük Kullanım,,,,,E-ATX,"Mini Tower, mesh/airflow odaklı kasa",8.4,6146,2,Yok,Mini Tower,,,,,,Sinerji,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=DeepCool+Meshify,https://www.hepsiburada.com/ara?q=DeepCool+Meshify,https://www.amazon.com.tr/s?k=DeepCool+Meshify,https://www.teknosa.com/arama/?s=DeepCool+Meshify,https://www.vatanbilgisayar.com/arama/DeepCool+Meshify,https://www.itopya.com/Arama?q=DeepCool+Meshify,https://www.incehesap.com/arama/?q=DeepCool+Meshify,https://www.sinerji.gen.tr/arama?q=DeepCool+Meshify
Toplama Bilgisayar,RAM,Lexar,T-Force Delta 64GB 2x32GB DDR5 7200MHz,12900,Amiral,Tasarım,,DDR5,,64GB,DDR5,7200MHz bellek kiti,8.9,4252,2,Yok,,,,,,,Akakçe,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Lexar+T-Force+Delta+64GB+2x32GB+DDR5+7200MHz,https://www.hepsiburada.com/ara?q=Lexar+T-Force+Delta+64GB+2x32GB+DDR5+7200MHz,https://www.amazon.com.tr/s?k=Lexar+T-Force+Delta+64GB+2x32GB+DDR5+7200MHz,https://www.teknosa.com/arama/?s=Lexar+T-Force+Delta+64GB+2x32GB+DDR5+7200MHz,https://www.vatanbilgisayar.com/arama/Lexar+T-Force+Delta+64GB+2x32GB+DDR5+7200MHz,https://www.itopya.com/Arama?q=Lexar+T-Force+Delta+64GB+2x32GB+DDR5+7200MHz,https://www.incehesap.com/arama/?q=Lexar+T-Force+Delta+64GB+2x32GB+DDR5+7200MHz,https://www.sinerji.gen.tr/arama?q=Lexar+T-Force+Delta+64GB+2x32GB+DDR5+7200MHz
Toplama Bilgisayar,RAM,ADATA,T-Force Delta 8GB 1x8GB DDR5 6400MHz,1300,Giriş,Ofis,,DDR5,,8GB,DDR5,6400MHz bellek kiti,8.0,2042,2,Yok,,,,,,,İtopya,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=ADATA+T-Force+Delta+8GB+1x8GB+DDR5+6400MHz,https://www.hepsiburada.com/ara?q=ADATA+T-Force+Delta+8GB+1x8GB+DDR5+6400MHz,https://www.amazon.com.tr/s?k=ADATA+T-Force+Delta+8GB+1x8GB+DDR5+6400MHz,https://www.teknosa.com/arama/?s=ADATA+T-Force+Delta+8GB+1x8GB+DDR5+6400MHz,https://www.vatanbilgisayar.com/arama/ADATA+T-Force+Delta+8GB+1x8GB+DDR5+6400MHz,https://www.itopya.com/Arama?q=ADATA+T-Force+Delta+8GB+1x8GB+DDR5+6400MHz,https://www.incehesap.com/arama/?q=ADATA+T-Force+Delta+8GB+1x8GB+DDR5+6400MHz,https://www.sinerji.gen.tr/arama?q=ADATA+T-Force+Delta+8GB+1x8GB+DDR5+6400MHz
Toplama Bilgisayar,Kasa,Fractal Design,MAG Forge,4750,Üst,Yayıncılık,,,,,E-ATX,"Full Tower, mesh/airflow odaklı kasa",8.3,11431,2,Var,Full Tower,,,,,,İncehesap,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Fractal+Design+MAG+Forge,https://www.hepsiburada.com/ara?q=Fractal+Design+MAG+Forge,https://www.amazon.com.tr/s?k=Fractal+Design+MAG+Forge,https://www.teknosa.com/arama/?s=Fractal+Design+MAG+Forge,https://www.vatanbilgisayar.com/arama/Fractal+Design+MAG+Forge,https://www.itopya.com/Arama?q=Fractal+Design+MAG+Forge,https://www.incehesap.com/arama/?q=Fractal+Design+MAG+Forge,https://www.sinerji.gen.tr/arama?q=Fractal+Design+MAG+Forge
Toplama Bilgisayar,Klavye,Razer,BlackWidow Wireless Membran Tam boy,4900,Üst,Yazılım,,,,,Kablosuz,Membran klavye,8.5,5268,2,Yok,Tam boy,,,,,,İtopya,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Razer+BlackWidow+Wireless+Membran+Tam+boy,https://www.hepsiburada.com/ara?q=Razer+BlackWidow+Wireless+Membran+Tam+boy,https://www.amazon.com.tr/s?k=Razer+BlackWidow+Wireless+Membran+Tam+boy,https://www.teknosa.com/arama/?s=Razer+BlackWidow+Wireless+Membran+Tam+boy,https://www.vatanbilgisayar.com/arama/Razer+BlackWidow+Wireless+Membran+Tam+boy,https://www.itopya.com/Arama?q=Razer+BlackWidow+Wireless+Membran+Tam+boy,https://www.incehesap.com/arama/?q=Razer+BlackWidow+Wireless+Membran+Tam+boy,https://www.sinerji.gen.tr/arama?q=Razer+BlackWidow+Wireless+Membran+Tam+boy
Toplama Bilgisayar,Güç Kaynağı,be quiet!,Toughpower 1200W 80+ Titanium,14600,Amiral,Oyun,,,1200W,,80+ Titanium,"Modüler PSU, 80+ Titanium",9.3,4288,2,Yok,,,,,,,Epey,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=be+quiet%21+Toughpower+1200W+80%2B+Titanium,https://www.hepsiburada.com/ara?q=be+quiet%21+Toughpower+1200W+80%2B+Titanium,https://www.amazon.com.tr/s?k=be+quiet%21+Toughpower+1200W+80%2B+Titanium,https://www.teknosa.com/arama/?s=be+quiet%21+Toughpower+1200W+80%2B+Titanium,https://www.vatanbilgisayar.com/arama/be+quiet%21+Toughpower+1200W+80%2B+Titanium,https://www.itopya.com/Arama?q=be+quiet%21+Toughpower+1200W+80%2B+Titanium,https://www.incehesap.com/arama/?q=be+quiet%21+Toughpower+1200W+80%2B+Titanium,https://www.sinerji.gen.tr/arama?q=be+quiet%21+Toughpower+1200W+80%2B+Titanium
Toplama Bilgisayar,Mouse,Redragon,Model O Wireless 8000DPI,450,Giriş,Ofis,,,,,Bluetooth,"8000 DPI sensör, 59g",7.0,982,2,Yok,,,,,,,Sinerji,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Redragon+Model+O+Wireless+8000DPI,https://www.hepsiburada.com/ara?q=Redragon+Model+O+Wireless+8000DPI,https://www.amazon.com.tr/s?k=Redragon+Model+O+Wireless+8000DPI,https://www.teknosa.com/arama/?s=Redragon+Model+O+Wireless+8000DPI,https://www.vatanbilgisayar.com/arama/Redragon+Model+O+Wireless+8000DPI,https://www.itopya.com/Arama?q=Redragon+Model+O+Wireless+8000DPI,https://www.incehesap.com/arama/?q=Redragon+Model+O+Wireless+8000DPI,https://www.sinerji.gen.tr/arama?q=Redragon+Model+O+Wireless+8000DPI
Toplama Bilgisayar,Kasa,Thermaltake,Warcry RGB,2150,Giriş,Ofis,,,,,Micro ATX,"Full Tower, mesh/airflow odaklı kasa",7.4,2037,2,Var,Full Tower,,,,,,GamingGenTR,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Thermaltake+Warcry+RGB,https://www.hepsiburada.com/ara?q=Thermaltake+Warcry+RGB,https://www.amazon.com.tr/s?k=Thermaltake+Warcry+RGB,https://www.teknosa.com/arama/?s=Thermaltake+Warcry+RGB,https://www.vatanbilgisayar.com/arama/Thermaltake+Warcry+RGB,https://www.itopya.com/Arama?q=Thermaltake+Warcry+RGB,https://www.incehesap.com/arama/?q=Thermaltake+Warcry+RGB,https://www.sinerji.gen.tr/arama?q=Thermaltake+Warcry+RGB
Toplama Bilgisayar,Mouse,Corsair,Clutch GM Wireless 36000DPI,3100,Üst,Ofis,,,,,Kablosuz,"36000 DPI sensör, 75g",8.3,11327,2,Yok,,,,,,,Epey,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Corsair+Clutch+GM+Wireless+36000DPI,https://www.hepsiburada.com/ara?q=Corsair+Clutch+GM+Wireless+36000DPI,https://www.amazon.com.tr/s?k=Corsair+Clutch+GM+Wireless+36000DPI,https://www.teknosa.com/arama/?s=Corsair+Clutch+GM+Wireless+36000DPI,https://www.vatanbilgisayar.com/arama/Corsair+Clutch+GM+Wireless+36000DPI,https://www.itopya.com/Arama?q=Corsair+Clutch+GM+Wireless+36000DPI,https://www.incehesap.com/arama/?q=Corsair+Clutch+GM+Wireless+36000DPI,https://www.sinerji.gen.tr/arama?q=Corsair+Clutch+GM+Wireless+36000DPI
Toplama Bilgisayar,Klavye,Redragon,Apex Pro Mekanik Tam boy,3900,Üst,Günlük Kullanım,,,,,USB,Mekanik klavye,8.6,9985,2,Yok,Tam boy,,,,,,Sinerji,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Redragon+Apex+Pro+Mekanik+Tam+boy,https://www.hepsiburada.com/ara?q=Redragon+Apex+Pro+Mekanik+Tam+boy,https://www.amazon.com.tr/s?k=Redragon+Apex+Pro+Mekanik+Tam+boy,https://www.teknosa.com/arama/?s=Redragon+Apex+Pro+Mekanik+Tam+boy,https://www.vatanbilgisayar.com/arama/Redragon+Apex+Pro+Mekanik+Tam+boy,https://www.itopya.com/Arama?q=Redragon+Apex+Pro+Mekanik+Tam+boy,https://www.incehesap.com/arama/?q=Redragon+Apex+Pro+Mekanik+Tam+boy,https://www.sinerji.gen.tr/arama?q=Redragon+Apex+Pro+Mekanik+Tam+boy
Toplama Bilgisayar,İşlemci,AMD,Ryzen 7 7800X3D Box,21750,Amiral,Video Edit,AM5,DDR5,120,,AM5-DDR5,3D V-Cache üst seviye oyun,9.2,3948,3,Yok,,,,,,,Epey,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=AMD+Ryzen+7+7800X3D+Box,https://www.hepsiburada.com/ara?q=AMD+Ryzen+7+7800X3D+Box,https://www.amazon.com.tr/s?k=AMD+Ryzen+7+7800X3D+Box,https://www.teknosa.com/arama/?s=AMD+Ryzen+7+7800X3D+Box,https://www.vatanbilgisayar.com/arama/AMD+Ryzen+7+7800X3D+Box,https://www.itopya.com/Arama?q=AMD+Ryzen+7+7800X3D+Box,https://www.incehesap.com/arama/?q=AMD+Ryzen+7+7800X3D+Box,https://www.sinerji.gen.tr/arama?q=AMD+Ryzen+7+7800X3D+Box
Toplama Bilgisayar,Klavye,SteelSeries,Vigor GK Membran 75%,2300,Orta,Ofis,,,,,Kablosuz,Membran klavye,7.6,3202,2,Var,75%,,,,,,Vatan,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=SteelSeries+Vigor+GK+Membran+75%25,https://www.hepsiburada.com/ara?q=SteelSeries+Vigor+GK+Membran+75%25,https://www.amazon.com.tr/s?k=SteelSeries+Vigor+GK+Membran+75%25,https://www.teknosa.com/arama/?s=SteelSeries+Vigor+GK+Membran+75%25,https://www.vatanbilgisayar.com/arama/SteelSeries+Vigor+GK+Membran+75%25,https://www.itopya.com/Arama?q=SteelSeries+Vigor+GK+Membran+75%25,https://www.incehesap.com/arama/?q=SteelSeries+Vigor+GK+Membran+75%25,https://www.sinerji.gen.tr/arama?q=SteelSeries+Vigor+GK+Membran+75%25
Toplama Bilgisayar,Monitör,LG,ProArt 34 inç 2560x1440 180Hz,12300,Üst,Video Edit,,,50,,HDMI-DP,"IPS panel, 180Hz",8.4,4157,3,Yok,34 inç,2560x1440,180Hz,,,,Epey,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=LG+ProArt+34+in%C3%A7+2560x1440+180Hz,https://www.hepsiburada.com/ara?q=LG+ProArt+34+in%C3%A7+2560x1440+180Hz,https://www.amazon.com.tr/s?k=LG+ProArt+34+in%C3%A7+2560x1440+180Hz,https://www.teknosa.com/arama/?s=LG+ProArt+34+in%C3%A7+2560x1440+180Hz,https://www.vatanbilgisayar.com/arama/LG+ProArt+34+in%C3%A7+2560x1440+180Hz,https://www.itopya.com/Arama?q=LG+ProArt+34+in%C3%A7+2560x1440+180Hz,https://www.incehesap.com/arama/?q=LG+ProArt+34+in%C3%A7+2560x1440+180Hz,https://www.sinerji.gen.tr/arama?q=LG+ProArt+34+in%C3%A7+2560x1440+180Hz
Toplama Bilgisayar,Monitör,ViewSonic,Odyssey 32 inç 3840x2160 144Hz,32250,Amiral,Video Edit,,,25,,HDMI-DP,"OLED panel, 144Hz",8.9,3630,3,Yok,32 inç,3840x2160,144Hz,,,,İtopya,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=ViewSonic+Odyssey+32+in%C3%A7+3840x2160+144Hz,https://www.hepsiburada.com/ara?q=ViewSonic+Odyssey+32+in%C3%A7+3840x2160+144Hz,https://www.amazon.com.tr/s?k=ViewSonic+Odyssey+32+in%C3%A7+3840x2160+144Hz,https://www.teknosa.com/arama/?s=ViewSonic+Odyssey+32+in%C3%A7+3840x2160+144Hz,https://www.vatanbilgisayar.com/arama/ViewSonic+Odyssey+32+in%C3%A7+3840x2160+144Hz,https://www.itopya.com/Arama?q=ViewSonic+Odyssey+32+in%C3%A7+3840x2160+144Hz,https://www.incehesap.com/arama/?q=ViewSonic+Odyssey+32+in%C3%A7+3840x2160+144Hz,https://www.sinerji.gen.tr/arama?q=ViewSonic+Odyssey+32+in%C3%A7+3840x2160+144Hz
Toplama Bilgisayar,Monitör,Samsung,Mobiuz 34 inç 3440x1440 165Hz,24750,Amiral,Video Edit,,,35,,HDMI-DP,"Mini LED panel, 165Hz",9.9,6177,3,Yok,34 inç,3440x1440,165Hz,,,,GamingGenTR,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Samsung+Mobiuz+34+in%C3%A7+3440x1440+165Hz,https://www.hepsiburada.com/ara?q=Samsung+Mobiuz+34+in%C3%A7+3440x1440+165Hz,https://www.amazon.com.tr/s?k=Samsung+Mobiuz+34+in%C3%A7+3440x1440+165Hz,https://www.teknosa.com/arama/?s=Samsung+Mobiuz+34+in%C3%A7+3440x1440+165Hz,https://www.vatanbilgisayar.com/arama/Samsung+Mobiuz+34+in%C3%A7+3440x1440+165Hz,https://www.itopya.com/Arama?q=Samsung+Mobiuz+34+in%C3%A7+3440x1440+165Hz,https://www.incehesap.com/arama/?q=Samsung+Mobiuz+34+in%C3%A7+3440x1440+165Hz,https://www.sinerji.gen.tr/arama?q=Samsung+Mobiuz+34+in%C3%A7+3440x1440+165Hz
Toplama Bilgisayar,Soğutucu,Arctic,Hyper 212,2350,Orta,Oyun,,,,,AM4-AM5-LGA1700,Hava soğutma,7.6,4893,2,Var,,,,,,,İtopya,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Arctic+Hyper+212,https://www.hepsiburada.com/ara?q=Arctic+Hyper+212,https://www.amazon.com.tr/s?k=Arctic+Hyper+212,https://www.teknosa.com/arama/?s=Arctic+Hyper+212,https://www.vatanbilgisayar.com/arama/Arctic+Hyper+212,https://www.itopya.com/Arama?q=Arctic+Hyper+212,https://www.incehesap.com/arama/?q=Arctic+Hyper+212,https://www.sinerji.gen.tr/arama?q=Arctic+Hyper+212
Toplama Bilgisayar,Mouse,Glorious,Rival Mini 36000DPI,1400,Orta,Ofis,,,,,Bluetooth,"36000 DPI sensör, 90g",8.2,2644,2,Var,,,,,,,GamingGenTR,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Glorious+Rival+Mini+36000DPI,https://www.hepsiburada.com/ara?q=Glorious+Rival+Mini+36000DPI,https://www.amazon.com.tr/s?k=Glorious+Rival+Mini+36000DPI,https://www.teknosa.com/arama/?s=Glorious+Rival+Mini+36000DPI,https://www.vatanbilgisayar.com/arama/Glorious+Rival+Mini+36000DPI,https://www.itopya.com/Arama?q=Glorious+Rival+Mini+36000DPI,https://www.incehesap.com/arama/?q=Glorious+Rival+Mini+36000DPI,https://www.sinerji.gen.tr/arama?q=Glorious+Rival+Mini+36000DPI
Toplama Bilgisayar,Klavye,Razer,CK Low Profile 60%,3500,Üst,Ofis,,,,,USB,Low Profile klavye,9.1,1605,2,Var,60%,,,,,,Akakçe,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Razer+CK+Low+Profile+60%25,https://www.hepsiburada.com/ara?q=Razer+CK+Low+Profile+60%25,https://www.amazon.com.tr/s?k=Razer+CK+Low+Profile+60%25,https://www.teknosa.com/arama/?s=Razer+CK+Low+Profile+60%25,https://www.vatanbilgisayar.com/arama/Razer+CK+Low+Profile+60%25,https://www.itopya.com/Arama?q=Razer+CK+Low+Profile+60%25,https://www.incehesap.com/arama/?q=Razer+CK+Low+Profile+60%25,https://www.sinerji.gen.tr/arama?q=Razer+CK+Low+Profile+60%25
Toplama Bilgisayar,Kasa,Cooler Master,TD500 RGB,7300,Üst,Yayıncılık,,,,,Micro ATX,"Mid Tower, mesh/airflow odaklı kasa",8.4,10959,2,Var,Mid Tower,,,,,,Vatan,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Cooler+Master+TD500+RGB,https://www.hepsiburada.com/ara?q=Cooler+Master+TD500+RGB,https://www.amazon.com.tr/s?k=Cooler+Master+TD500+RGB,https://www.teknosa.com/arama/?s=Cooler+Master+TD500+RGB,https://www.vatanbilgisayar.com/arama/Cooler+Master+TD500+RGB,https://www.itopya.com/Arama?q=Cooler+Master+TD500+RGB,https://www.incehesap.com/arama/?q=Cooler+Master+TD500+RGB,https://www.sinerji.gen.tr/arama?q=Cooler+Master+TD500+RGB
Toplama Bilgisayar,Ekran Kartı,Sapphire,RTX 4070 Ti Super Eagle OC 16GB,57750,Üst,Oyun,,GDDR6X,285,16GB,PCIe,1440p/4K güçlü performans,8.5,11146,3,Var,,,,16GB,,,Vatan,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Sapphire+RTX+4070+Ti+Super+Eagle+OC+16GB,https://www.hepsiburada.com/ara?q=Sapphire+RTX+4070+Ti+Super+Eagle+OC+16GB,https://www.amazon.com.tr/s?k=Sapphire+RTX+4070+Ti+Super+Eagle+OC+16GB,https://www.teknosa.com/arama/?s=Sapphire+RTX+4070+Ti+Super+Eagle+OC+16GB,https://www.vatanbilgisayar.com/arama/Sapphire+RTX+4070+Ti+Super+Eagle+OC+16GB,https://www.itopya.com/Arama?q=Sapphire+RTX+4070+Ti+Super+Eagle+OC+16GB,https://www.incehesap.com/arama/?q=Sapphire+RTX+4070+Ti+Super+Eagle+OC+16GB,https://www.sinerji.gen.tr/arama?q=Sapphire+RTX+4070+Ti+Super+Eagle+OC+16GB
Toplama Bilgisayar,RAM,XPG,Ballistix 8GB 1x8GB DDR4 3600MHz,925,Giriş,Yazılım,,DDR4,,8GB,DDR4,3600MHz bellek kiti,7.3,1210,3,Var,,,,,,,Sinerji,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=XPG+Ballistix+8GB+1x8GB+DDR4+3600MHz,https://www.hepsiburada.com/ara?q=XPG+Ballistix+8GB+1x8GB+DDR4+3600MHz,https://www.amazon.com.tr/s?k=XPG+Ballistix+8GB+1x8GB+DDR4+3600MHz,https://www.teknosa.com/arama/?s=XPG+Ballistix+8GB+1x8GB+DDR4+3600MHz,https://www.vatanbilgisayar.com/arama/XPG+Ballistix+8GB+1x8GB+DDR4+3600MHz,https://www.itopya.com/Arama?q=XPG+Ballistix+8GB+1x8GB+DDR4+3600MHz,https://www.incehesap.com/arama/?q=XPG+Ballistix+8GB+1x8GB+DDR4+3600MHz,https://www.sinerji.gen.tr/arama?q=XPG+Ballistix+8GB+1x8GB+DDR4+3600MHz
Toplama Bilgisayar,Mouse,SteelSeries,Model O 26000DPI,1250,Orta,Günlük Kullanım,,,,,Bluetooth,"26000 DPI sensör, 75g",7.5,6836,2,Yok,,,,,,,Epey,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=SteelSeries+Model+O+26000DPI,https://www.hepsiburada.com/ara?q=SteelSeries+Model+O+26000DPI,https://www.amazon.com.tr/s?k=SteelSeries+Model+O+26000DPI,https://www.teknosa.com/arama/?s=SteelSeries+Model+O+26000DPI,https://www.vatanbilgisayar.com/arama/SteelSeries+Model+O+26000DPI,https://www.itopya.com/Arama?q=SteelSeries+Model+O+26000DPI,https://www.incehesap.com/arama/?q=SteelSeries+Model+O+26000DPI,https://www.sinerji.gen.tr/arama?q=SteelSeries+Model+O+26000DPI
